1.490142459033697853e-01 9.722519081843850053e-02 -4.246112226151242397e-01 7.514785510376295607e-02 1.073362081044849786e-01
-4.147929035135539816e-02 -1.155246841248949580e-01 -1.261935968296077071e-01 1.039344628490927042e-01 1.682353579104703123e-01
1.943065614302077471e-01 -2.030766000917876013e-01 -1.028143549580308458e-01 -2.040074164735472262e-01 3.249153729525831036e-01
4.569089569224075720e-01 1.835028866522603608e-01 -2.406831807664856493e-01 6.967610914830106583e-02 3.161406156104708542e-01
-7.024601241700079157e-02 3.092998567487852957e-01 -4.838571349980273772e-02 8.792174198960436837e-02 -4.133008103871272931e-01
-7.024108708475415574e-02 2.793840357348595371e-01 1.212152570443615074e-01 -2.143054254079103382e-01 -2.813475119745368347e-01
4.737638446522174362e-01 -2.517652569667915285e-01 5.658557703631590385e-01 5.597323533434269693e-01 1.545105801625979158e-01
2.302304187458726337e-01 -9.276371275536436645e-02 5.237334384955168870e-02 1.421498762735362575e-01 1.541357852736626455e-01
-1.408423157804856163e-01 9.937902942106918713e-02 7.726511721682931266e-02 -3.573910491607945605e-01 1.545143058918143630e-01
1.627680130757893917e-01 2.926635381367077571e-01 -2.233377472985016363e-02 1.969660825901489165e-01 1.155819447196416272e+00
-1.390253078437386769e-01 -1.437522713535869801e-01 -5.756313645897124243e-01 -2.924045010681964318e-01 1.712671532079500791e-01
-1.397189260710770542e-01 -5.569769299914513472e-02 -7.954162634765062426e-03 2.361253811227355948e-01 3.406696920541796847e-01
7.258868146981023450e-02 -3.319004922018084502e-01 1.806906298230792976e-02 3.475786737022212303e-01 2.862005290479606723e-01
-5.739840733973393672e-01 -3.588619872242012065e-01 7.389726337455858607e-01 -2.462046955055131325e-01 1.954173753917393952e-01
-5.174753497539098523e-01 2.437577467182593938e-01 -5.770828943433675695e-02 2.890128387732965320e-01 -9.458077339210367585e-02
-1.686862587722917917e-01 4.068720085712468904e-01 9.046420270008373454e-02 1.238342780809494892e-01 2.276907661479802281e-01
-3.038493361003271054e-01 -2.160303647410015404e-02 -1.041353091157299314e-02 2.466180479983469953e-01 -2.318475643612715187e-01
9.427419977858216005e-02 3.010598693676072579e-01 -3.506034112858595897e-01 5.690378947961841627e-01 -7.104558202200265959e-02
-2.724072226563632459e-01 1.084908075142902439e-01 3.428468443545061306e-01 -7.361643480086114966e-02 -1.456090643487310266e-01
-4.236911104005874340e-01 -1.935359263815372710e-01 2.255799098060322361e-01 -2.261208493072468517e-01 2.456224181589676536e-02
4.396946306764661916e-01 1.084186816525241764e-01 2.373095841129140571e-01 -2.668543288876569775e-01 6.943975700020525998e-01
-6.773289014596069191e-02 4.614109699397907494e-01 -2.728162364384216776e-01 -2.447430854896314734e-01 -5.601795577775243729e-01
2.025846140637714912e-02 -1.074781173298546173e-02 4.208382932808297228e-01 -2.313051282423125854e-02 2.058780571123540459e-01
-4.274244558640370450e-01 4.693930967442018209e-01 -4.205553188376842666e-01 1.023455924449931664e-01 -4.838147613568954952e-01
-1.633148173575547923e-01 -7.859235312269232665e-01 1.760571281400810928e-01 8.300723979900571925e-02 -1.415795597368300351e-01
3.327677691295982676e-02 2.465707513125671435e-01 6.571366877429934972e-01 2.481549747108071358e-01 3.266851790902098318e-01
-3.452980732266908159e-01 2.611412047145136167e-02 -2.971608975392064922e-01 3.900567563372105660e-03 1.928400572863882972e-02
1.127094055037015791e-01 -8.970220513976022436e-02 -1.698893188808315580e-01 4.360602231471950585e-01 -3.233234333787918247e-01
-1.801916069756414884e-01 2.752823296065068717e-02 2.989540952629236512e-02 -7.939704997138681553e-02 -2.145911127779904504e-01
-8.750812493798303116e-02 -5.962706743802678178e-01 -1.510426962348597468e-01 8.160507499768856476e-01 2.038793246804027348e-01
-1.805119836688190704e-01 -6.590156635125357654e-02 -4.651990293198398074e-01 1.877002043295018519e-01 -2.191099895151409904e-01
5.556834553526812659e-01 1.071337714535239155e-01 2.056889244180819601e-02 -2.571472669248847653e-01 6.493757687459245087e-02
-4.049167421380175762e-03 4.433682134224548044e-01 -3.186911141178314644e-01 -3.212677494183336924e-01 1.367155197114413440e-02
-3.173132786867701172e-01 -1.554810654820941995e-01 1.420777291905544748e-01 1.447417245729555879e-01 -1.954801042817451151e-01
2.467634736309566867e-01 -2.425480808679562617e-01 -2.758272702701409229e-01 -6.703883559775526690e-02 6.431832267975976514e-01
